	timestamp	path_msa	n_seqs	n_unique_seqs	n_cols
30874	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00005525_r1_1.fa	20	17	1677
35518	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00004105.fa	81	46	1677
16613	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00003190.fa	262	72	1677
25998	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00000249_2.fa	276	67	1677
30625	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00002986.fa	289	79	1677
20229	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00000569_1.fa	296	80	1677
20423	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00001209_2.fa	308	75	1677
6555	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000998.fa	324	78	1677
11268	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00004717_1.fa	1	1	1680
14077	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00003603_2.fa	1	1	1680
15555	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00000121_8.fa	2	1	1680
14204	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00000867_16.fa	3	2	1680
18992	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00003518_1.fa	4	3	1680
14911	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00006699.fa	9	4	1680
22192	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00004617_6.fa	29	13	1680
6863	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000261_4.fa	305	63	1680
12370	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00001442.fa	308	77	1680
10181	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00000925_4.fa	1	1	1683
11063	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00003603_3.fa	1	1	1683
21756	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00005909_1.fa	1	1	1683
17127	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/GC00009000.fa	2	1	1683
31725	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00007454_2.fa	3	2	1683
9753	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00006261_6.fa	5	2	1683
13583	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00005961_3.fa	9	9	1683
10033	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00004885_7.fa	26	4	1683
14665	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00000302_2.fa	304	54	1683
14224	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00000363_2.fa	308	53	1683
23354	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00004287_1.fa	1	1	1686
31870	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00005848_4.fa	1	1	1686
35242	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00003759_1.fa	2	2	1686
15588	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00005951_4.fa	12	4	1686
30241	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00005274.fa	26	11	1686
1243	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00000706_2.fa	262	61	1686
36188	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00002797.fa	301	79	1686
25197	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/GC00000285_4.fa	307	46	1686
4270	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00010700.fa	1	1	1689
6933	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000867_18.fa	1	1	1689
13753	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00000982_3.fa	1	1	1689
26348	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00008791.fa	2	1	1689
6460	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00005961_2.fa	5	2	1689
6761	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00002684.fa	303	61	1689
15644	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00002308.fa	306	54	1689
25925	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00000003_9.fa	307	73	1689
32284	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00005404_1.fa	1	1	1692
33313	Thu Oct 27 18:24:22 2022	/home/disco/Data/pandora-msas/msas/GC00000121_10.fa	1	1	1692
16110	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00001129_2.fa	2	1	1692
1129	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00002618_1.fa	5	5	1692
37261	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00000867_25.fa	7	2	1692
8463	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00003161.fa	265	76	1692
20747	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00003100_2.fa	271	92	1692
8683	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00006875_1.fa	1	1	1695
14842	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00000261_3.fa	3	2	1695
18806	Thu Oct 27 18:24:04 2022	/home/disco/Data/pandora-msas/msas/GC00008631.fa	3	3	1695
35221	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00003323_1.fa	17	11	1695
14221	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00000896_2.fa	42	6	1695
14091	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00001129_3.fa	304	63	1695
20918	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00000302_3.fa	307	66	1695
30729	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00001072_2.fa	307	68	1695
10190	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00005491_1.fa	1	1	1698
20683	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00008059_1.fa	1	1	1698
32445	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00003810_2.fa	1	1	1698
32174	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00009085.fa	2	2	1698
12785	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00006355_5.fa	6	2	1698
21376	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00000982_7.fa	12	4	1698
34364	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00000154_1.fa	18	5	1698
34804	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00000606_1.fa	269	63	1698
2021	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00000237_1.fa	295	84	1698
28210	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00001014_4.fa	302	72	1698
243	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00006355_4.fa	1	1	1701
29222	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00000756_2.fa	1	1	1701
869	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00004867_14.fa	2	1	1701
26585	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00004623.fa	47	2	1701
21459	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00000756_3.fa	63	14	1701
23920	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00000462_2.fa	308	74	1701
393	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00009729.fa	1	1	1704
18	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00000867_27.fa	2	2	1704
7847	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00005794_2.fa	4	4	1704
18374	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00006538.fa	10	3	1704
27686	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00005491_2.fa	21	18	1704
12132	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00000285_1.fa	22	1	1704
8951	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00004438_2.fa	42	8	1704
17798	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00004721_2.fa	42	12	1704
10202	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00004545.fa	52	10	1704
1974	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00000612_2.fa	231	72	1704
4426	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00004126_10.fa	1	1	1707
10886	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00000012_8.fa	1	1	1707
1777	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00000879_14.fa	6	2	1707
23769	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00000639_2.fa	307	73	1707
34308	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00004378_2.fa	1	1	1710
30042	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00000012_91.fa	2	2	1710
24385	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00006064_4.fa	3	3	1710
20763	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00004442_2.fa	9	7	1710
31896	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00000867_22.fa	10	6	1710
11289	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00005948.fa	15	5	1710
22815	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00001781.fa	307	77	1710
18304	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00003302_3.fa	1	1	1713
29974	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00008922.fa	2	1	1713
30313	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00004885_4.fa	2	2	1713
21719	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00000424_1.fa	10	7	1713
3553	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00000203_9.fa	16	2	1713
24781	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/GC00000639_1.fa	247	65	1713
25748	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00003023.fa	281	51	1713
35744	Thu Oct 27 18:24:25 2022	/home/disco/Data/pandora-msas/msas/GC00000162_11.fa	1	1	1716
385	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00000140_1.fa	2	2	1716
10000	Thu Oct 27 18:23:53 2022	/home/disco/Data/pandora-msas/msas/GC00004841_3.fa	20	8	1716
21423	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00000560_1.fa	300	107	1716
15130	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00000439_1.fa	305	64	1716
18330	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00002101.fa	306	67	1716
24509	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00001502.fa	307	62	1716
234	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00006539_1.fa	1	1	1719
31737	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00004885_1.fa	2	1	1719
1604	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00005909_2.fa	15	13	1719
30926	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00000905_2.fa	39	7	1719
31567	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00000807_4.fa	309	70	1719
25727	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00003302_4.fa	1	1	1722
36899	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00000982_6.fa	10	1	1722
16133	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00000285_5.fa	54	10	1722
32217	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00000614_1.fa	248	50	1722
17729	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00002500.fa	305	71	1722
21016	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00000807_3.fa	1	1	1725
8702	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00006838.fa	8	4	1725
32384	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00000804_9.fa	213	76	1725
15881	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00000300_3.fa	307	44	1725
7818	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00003810_1.fa	1	1	1728
10165	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00008360_1.fa	1	1	1728
4878	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00000815_2.fa	3	2	1728
30263	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00000569_2.fa	302	70	1728
269	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00001466_1.fa	1	1	1731
2291	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00010512.fa	1	1	1731
4266	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00005848_6.fa	1	1	1731
22703	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00004287_2.fa	1	1	1731
12310	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00005720_1.fa	2	2	1731
23724	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00007176_1.fa	2	1	1731
37347	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00008921.fa	2	1	1731
25722	Thu Oct 27 18:24:13 2022	/home/disco/Data/pandora-msas/msas/GC00007566.fa	5	4	1731
16432	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00004577_2.fa	50	12	1731
28316	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00000727_1.fa	215	75	1731
30222	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00002838.fa	299	77	1731
4058	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00002274.fa	306	69	1731
11399	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00002359.fa	306	72	1731
23235	Thu Oct 27 18:24:10 2022	/home/disco/Data/pandora-msas/msas/GC00001653.fa	307	65	1731
30555	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00010280.fa	1	1	1734
34486	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00010095.fa	1	1	1734
21961	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00008360_2.fa	2	2	1734
37298	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00009202.fa	2	2	1734
17841	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00004118_9.fa	6	2	1734
30199	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00004830.fa	40	15	1734
600	Thu Oct 27 18:23:42 2022	/home/disco/Data/pandora-msas/msas/GC00000038_3.fa	307	70	1734
20450	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00001987.fa	307	62	1734
10802	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00001121.fa	310	64	1734
30626	Thu Oct 27 18:24:19 2022	/home/disco/Data/pandora-msas/msas/GC00000310_3.fa	2	1	1737
7014	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000614_2.fa	16	7	1737
12530	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00005095.fa	31	3	1737
4083	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00007464_2.fa	1	1	1740
34029	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00000905_1.fa	2	1	1740
36949	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00004240.fa	68	12	1740
27106	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/GC00001069_4.fa	308	46	1740
2998	Thu Oct 27 18:23:45 2022	/home/disco/Data/pandora-msas/msas/GC00000006_r1_r1_r1_r1_1.fa	512	134	1740
295	Thu Oct 27 18:23:41 2022	/home/disco/Data/pandora-msas/msas/GC00005729_1.fa	1	1	1743
5195	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00011028.fa	1	1	1743
6537	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000932_1.fa	1	1	1743
17620	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/GC00006261_1.fa	1	1	1743
5219	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00008059_2.fa	3	2	1743
28132	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00001217_1.fa	3	3	1743
34354	Thu Oct 27 18:24:23 2022	/home/disco/Data/pandora-msas/msas/GC00004118_13.fa	3	1	1743
16441	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00003527_1.fa	5	1	1743
15337	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00001039_4.fa	307	53	1743
8859	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00011436.fa	1	1	1746
28359	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00005848_5.fa	1	1	1746
17119	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/GC00007518.fa	5	1	1746
14574	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00005480.fa	22	9	1746
5577	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00000905_3.fa	306	74	1746
5385	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00000185_9.fa	308	46	1746
7947	Thu Oct 27 18:23:51 2022	/home/disco/Data/pandora-msas/msas/GC00004552_19.fa	1	1	1749
24887	Thu Oct 27 18:24:12 2022	/home/disco/Data/pandora-msas/msas/GC00003034_19.fa	1	1	1749
2737	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00006097_1.fa	2	1	1749
10542	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00007083_2.fa	2	1	1749
21971	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00007464_3.fa	3	3	1749
13324	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00004118_8.fa	6	1	1749
6052	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00009407_1.fa	1	1	1752
11116	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00005951_1.fa	1	1	1752
31902	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00007083_1.fa	1	1	1752
36825	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00003269.fa	246	68	1752
11152	Thu Oct 27 18:23:55 2022	/home/disco/Data/pandora-msas/msas/GC00003518_2.fa	1	1	1755
26158	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00005951_2.fa	1	1	1755
26704	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00007083_4.fa	2	1	1755
5341	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00004126_14.fa	29	4	1755
1403	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00000867_29.fa	56	4	1755
24390	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00000804_7.fa	85	37	1755
22569	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00000423_2.fa	307	96	1755
10648	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00004118_10.fa	1	1	1758
13198	Thu Oct 27 18:23:57 2022	/home/disco/Data/pandora-msas/msas/GC00005903_2.fa	2	1	1758
31714	Thu Oct 27 18:24:20 2022	/home/disco/Data/pandora-msas/msas/GC00004118_4.fa	2	1	1758
9133	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00003270_5.fa	70	15	1758
6885	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00000625_4.fa	245	79	1758
2652	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00002505.fa	305	84	1758
15206	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00001674.fa	307	63	1758
17328	Thu Oct 27 18:24:02 2022	/home/disco/Data/pandora-msas/msas/GC00001006_4.fa	307	63	1758
27657	Thu Oct 27 18:24:16 2022	/home/disco/Data/pandora-msas/msas/GC00001578.fa	307	57	1758
30087	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00001173.fa	309	60	1758
14607	Thu Oct 27 18:23:59 2022	/home/disco/Data/pandora-msas/msas/GC00004126_13.fa	1	1	1761
16084	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00004118_12.fa	1	1	1761
34437	Thu Oct 27 18:24:24 2022	/home/disco/Data/pandora-msas/msas/GC00005539_2.fa	1	1	1761
1470	Thu Oct 27 18:23:43 2022	/home/disco/Data/pandora-msas/msas/GC00005968_3.fa	2	2	1761
32394	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00001222_1.fa	2	1	1761
18391	Thu Oct 27 18:24:03 2022	/home/disco/Data/pandora-msas/msas/GC00003270_3.fa	3	2	1761
6427	Thu Oct 27 18:23:49 2022	/home/disco/Data/pandora-msas/msas/GC00003034_18.fa	32	22	1761
20605	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00009059_2.fa	1	1	1764
29880	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00008748_2.fa	1	1	1764
4442	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00006864_2.fa	6	1	1764
29612	Thu Oct 27 18:24:18 2022	/home/disco/Data/pandora-msas/msas/GC00002762.fa	302	54	1764
6098	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00000787_2.fa	306	61	1764
4176	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00000108_2.fa	308	65	1764
10159	Thu Oct 27 18:23:54 2022	/home/disco/Data/pandora-msas/msas/GC00008748_1.fa	1	1	1767
31793	Thu Oct 27 18:24:21 2022	/home/disco/Data/pandora-msas/msas/GC00008546_1.fa	1	1	1767
37237	Thu Oct 27 18:24:27 2022	/home/disco/Data/pandora-msas/msas/GC00000867_28.fa	1	1	1767
2159	Thu Oct 27 18:23:44 2022	/home/disco/Data/pandora-msas/msas/GC00003018_1.fa	2	2	1767
13618	Thu Oct 27 18:23:58 2022	/home/disco/Data/pandora-msas/msas/GC00008291_2.fa	2	1	1767
21966	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00004118_11.fa	2	1	1767
24125	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00009158.fa	2	2	1767
4664	Thu Oct 27 18:23:46 2022	/home/disco/Data/pandora-msas/msas/GC00003270_4.fa	3	2	1767
5791	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00003302_6.fa	5	2	1767
16458	Thu Oct 27 18:24:01 2022	/home/disco/Data/pandora-msas/msas/GC00000886_3.fa	5	1	1767
20028	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/GC00004118_3.fa	5	1	1767
24414	Thu Oct 27 18:24:11 2022	/home/disco/Data/pandora-msas/msas/GC00006824_2.fa	7	2	1767
26668	Thu Oct 27 18:24:14 2022	/home/disco/Data/pandora-msas/msas/GC00000012_22.fa	22	10	1767
22880	Thu Oct 27 18:24:09 2022	/home/disco/Data/pandora-msas/msas/GC00005015.fa	34	12	1767
5079	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00003678.fa	147	29	1767
6137	Thu Oct 27 18:23:48 2022	/home/disco/Data/pandora-msas/msas/GC00009407_2.fa	1	1	1770
26995	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/GC00003336_7.fa	1	1	1770
28689	Thu Oct 27 18:24:17 2022	/home/disco/Data/pandora-msas/msas/GC00000310_1.fa	1	1	1770
27611	Thu Oct 27 18:24:15 2022	/home/disco/Data/pandora-msas/msas/GC00004660_13.fa	26	8	1770
19513	Thu Oct 27 18:24:05 2022	/home/disco/Data/pandora-msas/msas/GC00003302_7.fa	93	64	1770
8566	Thu Oct 27 18:23:52 2022	/home/disco/Data/pandora-msas/msas/GC00000185_7.fa	305	78	1770
36313	Thu Oct 27 18:24:26 2022	/home/disco/Data/pandora-msas/msas/GC00002104.fa	306	65	1770
7489	Thu Oct 27 18:23:50 2022	/home/disco/Data/pandora-msas/msas/GC00000995_3.fa	321	72	1770
15350	Thu Oct 27 18:24:00 2022	/home/disco/Data/pandora-msas/msas/GC00000012_62.fa	1	1	1773
20135	Thu Oct 27 18:24:06 2022	/home/disco/Data/pandora-msas/msas/GC00003034_17.fa	1	1	1773
5304	Thu Oct 27 18:23:47 2022	/home/disco/Data/pandora-msas/msas/GC00006261_5.fa	2	2	1773
21236	Thu Oct 27 18:24:07 2022	/home/disco/Data/pandora-msas/msas/GC00003302_5.fa	70	36	1773
21759	Thu Oct 27 18:24:08 2022	/home/disco/Data/pandora-msas/msas/GC00002489.fa	305	85	1773
12161	Thu Oct 27 18:23:56 2022	/home/disco/Data/pandora-msas/msas/GC00004660_12.fa	1	1	1776
